标题,短视频链接,f3bc7f5cffcbab3cc43c26ec2ad98e9ascss,点赞数,时长,发布者主页链接,发布者账号,发布时间
确诊#糖尿病 后，服了药，餐后两小时  #血糖监测还是高，可以查查这些原因 #糖尿病科普,https://www.douyin.com/video/6902325511893077262,,6658,01:03,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
糖尿病泡沫尿为什么时有时无？#健康大咖来了#健康中国科普中国医学科学院北京协和医院内分泌科主任医师肖新华,https://www.douyin.com/video/6992104490216328451,合集,1035,00:57,https://www.douyin.com/user/MS4wLjABAAAAAdC548JiARqnjAJ0ZXajmlaEXoS8z-DRzMUUD0kkQ4U,健康中国,4月前
为什么年轻人得糖尿病会发展成糖尿病视网膜病变? 别让糖网“网”住你的眼睛！,https://www.douyin.com/video/6863343516366474504,,6,02:15,https://www.douyin.com/user/MS4wLjABAAAAMTu8gKAcQmB8iOAhvhK8fzNjT_e_TYrRVFW4Vl58Jbk,武汉医学会,1年前
这些医学常识，不要再误解了#四川 ,https://www.douyin.com/video/7017628966303419679,,9166,02:05,https://www.douyin.com/user/MS4wLjABAAAAUycHibd1unHjpguOgVbBdVPD5wcJPYa0JYCPnE-cIirvBvPsqwbhG1tZ3My5O4Us,神外甘博士,2月前
为什么一型糖尿病可能会消瘦二型糖尿病可能会肥胖呢？#健康 #科普 #涨知识 #糖尿病 @抖音小助手 @抖音热点 ,https://www.douyin.com/video/6995463021866814733,,49,00:56,https://www.douyin.com/user/MS4wLjABAAAABaZejiHXFI9ZGM_thNkOmh9EsWiOm0SFwbGRAftJ8I_Bam_H8GGs4EJzgxCWwgZc,中医钟博士,3月前
糖尿病肾病 为什么要先控制血糖#糖尿病 #血糖 #肾病,https://www.douyin.com/video/7010033958629002529,,791,01:10,https://www.douyin.com/user/MS4wLjABAAAAA4Z1i4QOoNB3nC35GSL8jQJKmzsIzBdW_zvPbuoiiHffdapFUd94ZK2QRCy2Va9E,刘秀萍肾内科专家,2月前
#糖尿病 #糖尿病并发症 微血管病变严重吗,https://www.douyin.com/video/7007729775557102883,,281,00:54,https://www.douyin.com/user/MS4wLjABAAAARz9j_M7MXa-9ouVdVcnLp-H3hy32om2DogZjnpEEqRJ8xnVzu9gpHA-6fIwRmWBf,内分泌科宋医生,2月前
原来是糖尿病捣的鬼#这个视频有点料 #科普#糖尿病 @抖音小助手 @南方健康,https://www.douyin.com/video/6867481533813411083,,7193,00:56,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,1年前
#糖尿病#健康科普# 糖尿病和吃糖有关系嘛？爱吃糖的朋友看过来～#健康养生 #医学知识科普,https://www.douyin.com/video/6888868174717111560,,19,00:49,https://www.douyin.com/user/MS4wLjABAAAA9quRl9WuUT_iS6DQDpJN8Q6MZI3A0YiDPxckLAgjhL8,浏阳市人民医院,1年前
糖尿病人，多见疲劳乏力，可能是这些细胞在求救#糖尿病,https://www.douyin.com/video/6821055837692300556,,9523,01:26,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
糖尿病反复发烧为什么 #了不起的医生 #健康江西科普先行,https://www.douyin.com/video/6861050805336821006,合集,15,00:58,https://www.douyin.com/user/MS4wLjABAAAA4GX9SdLa89LTwoNritMTmHOSWYoWsw6dvRNhx_ic4oA,江西省人民医院,1年前
#糖尿病 患者怎么会出现低血糖呢？#医学科普 #四川 ,https://www.douyin.com/video/7004022117918330142,,801,01:21,https://www.douyin.com/user/MS4wLjABAAAABaZejiHXFI9ZGM_thNkOmh9EsWiOm0SFwbGRAftJ8I_Bam_H8GGs4EJzgxCWwgZc,中医钟博士,3月前
这些情况，可能就是糖尿病#糖尿病 #医学科普,https://www.douyin.com/video/6897366402752171268,,40,00:53,https://www.douyin.com/user/MS4wLjABAAAA20a8eu8hRLioFdgrA5h1JXcKHa0fmu_z08ZRlFyxLxA,大庆油田总医院,1年前
糖尿病患者在生活中注意的三条#生活方式医学 #中华生活方式医学 #中国生活方式医学 ,https://www.douyin.com/video/7000297171039915301,,3535,01:49,https://www.douyin.com/user/MS4wLjABAAAA-9RDtCKbgT40O0R-oBSbhHvdCKTKcYXNXcr-cYh_4kmwZUZXuU9TWXQrTTrrfyf_,马欣教授,3月前
检测发现餐后血糖低于空腹血糖，有可能是这个原因造成的。#中医 #糖尿病,https://www.douyin.com/video/6931998522564775175,,1982,00:28,https://www.douyin.com/user/MS4wLjABAAAAqAXbegB8g_ZuDLDHNGekdVWH_MkpgRBcXFYex4N64ZbLXX19r_6_jPmx3bLP7Kzq,王世东主任,9月前
什么是糖尿病的“苏木杰现象”？原理是什么？#健康大咖来了中国医学科学院北京协和医院内分泌科主任医师肖新华,https://www.douyin.com/video/6992093530533448996,合集,581,00:58,https://www.douyin.com/user/MS4wLjABAAAAAdC548JiARqnjAJ0ZXajmlaEXoS8z-DRzMUUD0kkQ4U,健康中国,4月前
太多人忽视#糖尿病 前期，有93%的人有可能会得#糖尿病 #抖音小助手 #暑期知识大作战 #血糖 #健康,https://www.douyin.com/video/6867462269073100032,合集,1437,00:26,https://www.douyin.com/user/MS4wLjABAAAAB_AOSNvr-Kqv1CI5voPzjorpLGHScaNO4eVECLDootc,内分泌科孙医生,1年前
#暑假知识大作战引起口干的原因多，不一定是糖尿病哦！@泌尿外科傅医生,https://www.douyin.com/video/6864142521040243976,,200,00:46,https://www.douyin.com/user/MS4wLjABAAAACyEKkohiL1K_B0t4ktv370gwLXOC56aEvpq3bDI0zZyMzjF9NkrCbAsGAfneoh59,知心养心聂医生,1年前
#今日名医说 #糖尿病 不是吃出来的，是胖出来的@抖音小助手 #涨知识 #健康,https://www.douyin.com/video/6831102949603708171,,2938,00:27,https://www.douyin.com/user/MS4wLjABAAAAR44Jq9eIXT_EmUoI1sKOL9KD4JI2H4VK6tCQKblWixk,经视养生会,1年前
糖友突然暴瘦，不一定是好事#糖尿病 #暴瘦 ,https://www.douyin.com/video/6995377254209522983,,3668,00:35,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,3月前
#糖尿病 不良方式一时爽，终生携带病怏怏。健康是福@DOU+小助手,https://www.douyin.com/video/6860004476992883968,,628,00:31,https://www.douyin.com/user/MS4wLjABAAAA4Urwu3MyXnHudTE61rsipScMW3E4zzGrVjNxa6SDX_k,全科医生王勇,1年前
#三十而已 #钟晓芹 怀孕中的一些错误示范#糖尿病 #妊娠糖尿病,https://www.douyin.com/video/6857449774933757184,,248,00:54,https://www.douyin.com/user/MS4wLjABAAAA-9RDtCKbgT40O0R-oBSbhHvdCKTKcYXNXcr-cYh_4kmwZUZXuU9TWXQrTTrrfyf_,马欣教授,1年前
糖尿病人尿液泡沫多，是肾“毁”了吗,https://www.douyin.com/video/7007309190456691981,合集,257,00:53,https://www.douyin.com/user/MS4wLjABAAAAjqKdu7m0zWsmFWeH3OQk2K7G0zcRbjG4KhIV5DUUJP_8kKsRg1tHjA--8HaEhLps,李平医生,2月前
糖尿病人夜尿多，是肾脏出了问题吗？,https://www.douyin.com/video/6820303516922383620,,666,01:20,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
一个20多年的糖尿病病人，突然血糖爆表！突发脑梗！原因竟然是…#医学科普 #糖尿病 #脑梗死 @抖音小助手,https://www.douyin.com/video/6830010857334902028,,43,00:54,https://www.douyin.com/user/MS4wLjABAAAA-S5yl3l5lljzqt7uevJhchknsJHfcHTRDvHqgcH8VW8,神经科王医生,1年前
糖尿病人腿抽筋是怎么回事呢？  @震洋健康   #知识创作人  #健康真相官,https://www.douyin.com/video/6893833168659434765,,89,01:10,https://www.douyin.com/user/MS4wLjABAAAA3hnn1FW4LwmfPmRWX4KOk7JeAZ-5_qg3LuZd5A6-8ZY,彭李妉医生,1年前
糖尿病人腿抽筋是怎么回事 @彭李妉医生 #健康真相官,https://www.douyin.com/video/6914947738618596622,,33,01:23,https://www.douyin.com/user/MS4wLjABAAAA2FcncliJREvBAbRBj4WUwgxLIyfb5f-kK7u3tHhzKyLzCF98VISQGL9VvXqqg26X,震洋健康,11月前
糖尿病会导致手麻吗？@震洋健康 @中医陈医生 #医学科普 ,https://www.douyin.com/video/7014066306022427918,,414,00:47,https://www.douyin.com/user/MS4wLjABAAAApiocM96dY5ErSnmjylAQuHunCiDMzrntJAcbzZfX8k4,中医谭医生,2月前
糖bing可能导致肾衰竭！以下症状要当心！#医学科普 @抖音健康,https://www.douyin.com/video/6942434563507375390,,4617,00:49,https://www.douyin.com/user/MS4wLjABAAAAhLBt7i6yxmTC2vJwd8Er78gtomzIAFrhKIYynlTW25w,内分泌科付留俊,8月前
切莫相信根治保证！做到这三点，可降低#糖尿病 患病几率！#中医养生 @抖音小助手,https://www.douyin.com/video/6878124497753394439,,2568,01:08,https://www.douyin.com/user/MS4wLjABAAAAcprnu9CsxgUBkVf75soDXqhHoU60hOEV47ublqPr1RQ,大国医,1年前
#尿蛋白 多与#糖尿病 有什么关系吗？,https://www.douyin.com/video/7015524622548487436,,441,00:19,https://www.douyin.com/user/MS4wLjABAAAAYnBm5zUV2FflSz7gKeAZVM8P_We6GGbaxBZ7zuJe31g5Vz2QrcBRo9lvLrCA9PEf,肾病大夫林秀彬,2月前
反复低血糖，也许是糖尿病#2020生机大会 #医学科普 #糖尿病 @南方健康 @抖音小助手,https://www.douyin.com/video/6889405753111629067,,1701,00:55,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,1年前
#糖尿病引起#代谢不好！会导致#动脉硬化 ？#医学科普 #中药 ,https://www.douyin.com/video/6995449919104355621,,74,00:33,https://www.douyin.com/user/MS4wLjABAAAAy7UNeSFcK2SB2kRS6hNWw0PRVAjeSUUp8DixCqCEc_zj78akT7q_U-dPhhdtrUef,中医心血管科付亚龙,3月前
糖尿病患者睡不好觉，也会影响到血！#糖尿病科普,https://www.douyin.com/video/6822550609556688132,合集,537,01:34,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
当心了！你身边的朋友有可能就是##糖前期 ！#糖尿病 #高血糖#预防,https://www.douyin.com/video/6889652561104702732,,187,00:26,https://www.douyin.com/user/MS4wLjABAAAApmCxkrR5RwkgmHbjyqkoYV53AfS8WhzWCsE0ssBz1Wg,连博士说内分泌,1年前
控制血糖，防止血管病变#中医#糖尿病#我为医者,https://www.douyin.com/video/6860646682753764615,合集,119,00:46,https://www.douyin.com/user/MS4wLjABAAAAMCGSK0P_sVJbG4d8WH8W21z_wHNjOPRivf8fOrVBU5s,一帆说肾,1年前
糖尿bing会引起bo起功能障碍?这点你一定要注意#健康真相官#知识创作人,https://www.douyin.com/video/6891598260092292360,,38,00:39,https://www.douyin.com/user/MS4wLjABAAAAaU2beyBbSSGGKfDaNqxE4zdiALCDmuSN1kRbKpMXKco,希誓健康,1年前
出现以下症状小心糖尿病找上你#糖尿病 @河豚健康 @DOU+小助手,https://www.douyin.com/video/6988432469200506151,,1702,00:57,https://www.douyin.com/user/MS4wLjABAAAAIh4PYQ_S9jTg-G8nImuO45jgN9OPP13ESSaeADxrNMvHoIdKDc6LF3XA3P0zie72,晓光说药,4月前
糖尿病也有“四大帮凶”,https://www.douyin.com/video/6829876394009332995,,6,01:40,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,2年前
第192篇，糖尿病导致的手麻也非常常见#我为医者 @DOU+小助手,https://www.douyin.com/video/6844720112021294339,合集,1708,00:26,https://www.douyin.com/user/MS4wLjABAAAAGVVmlvrS5AX1CnKAzUy00AUVj4t1W9aP94l7qI2bUWI,陈晨脑科医生,1年前
全身没劲，原来是长期糖尿病#医学科普 #糖尿病 #健康科普 @DOU+小助手,https://www.douyin.com/video/7013360802853948684,,1279,01:00,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,2月前
#糖尿病 #高血糖 #高尿酸 #代谢综合征 #健康科普 ,https://www.douyin.com/video/7024791892101500168,合集,9387,01:47,https://www.douyin.com/user/MS4wLjABAAAAjG5iqlHrg-6ttwiYjOUUSoBKG6UlCjoLi4ZY8s0t4XK5V4Z4WxBNmajqFH7KLkQh,内分泌专家李爱国,1月前
#糖尿病 7年，除了空腹血糖高，又出现了手部麻木的问题#糖尿病科普,https://www.douyin.com/video/6910853207988227335,,1801,00:21,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,11月前
突然消瘦，原来是糖尿病#医学科普 #科普 #消瘦 @DOU+小助手,https://www.douyin.com/video/7006266748064304387,,1010,00:49,https://www.douyin.com/user/MS4wLjABAAAAyUYSI-jS6EXKebiIDJb10RITQ7iK_hHGnBy6gJaSxHg,李青大夫,3月前
#糖尿病人早晨空腹血糖高，可能是这两个情况,https://www.douyin.com/video/6926144614806097160,合集,2409,00:22,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,10月前
体重莫名减轻，并非都是好事，也可能是糖尿病#糖尿病 #减重 #糖尿病科普 ,https://www.douyin.com/video/7037377661198454053,,1516,00:55,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,6天前
如果出现多饮，多尿，多食，体重下降这些症状，可能是早期糖尿病的表现，传递给身边的朋友，及早查明原因#健康科普 #高血糖 #医学科普 #糖尿病 ,https://www.douyin.com/video/7021772824545217805,,307,00:10,https://www.douyin.com/user/MS4wLjABAAAAVS5OBFKG6xgtEu5IoUHBYNz5zt6yM1qwPa56m1gb2qg,孙苏欣讲糖,1月前
一天到晚老是感觉饿，你要注意了，有可能你得了。。#中医 #糖尿病 #医学科普 #饿,https://www.douyin.com/video/6973159310608108836,,1692,00:53,https://www.douyin.com/user/MS4wLjABAAAALbLQv0p3oSMZVAOXEb0ASy9FCfwtSTgvSv9FW8Vsd4z8XFlSfr5kEOxllqCaY0jJ,中医老王,5月前
体重肥胖且有#糖尿病 家族史的，一定要注意前期预防和自律！#糖尿病科普 #医学科普,https://www.douyin.com/video/6924251508452150543,,4790,00:44,https://www.douyin.com/user/MS4wLjABAAAABI0zAr-bk_SNYAzsyj5-Ogss4WnIEHvdibaahx9a1Eo,鲁平大夫,10月前
糖尿病肾病是什么？ #糖尿病科普  #糖尿病肾病  @DOU+小助手,https://www.douyin.com/video/6894442419190844685,,48,00:59,https://www.douyin.com/user/MS4wLjABAAAAzFvqW8CzifipxGTVreHhJ2_N1C2sMnuOA35J9JzGsCw,首都医科大学附属北京中医医院,1年前
糖尿病引起的肝硬化有腹水#健康 #科普 #涨知识 ,https://www.douyin.com/video/7038494471507496204,,286,00:39,https://www.douyin.com/user/MS4wLjABAAAA9nByfrLLUGh50lffkRkz2aBdWqrDDfPWj7gDCecCBsYv713-ERZ6Gd36DkaDnGoi,肝病科郭朋医生,3天前
#医学科普 #健康 ,https://www.douyin.com/video/7008828243390385415,,196,00:31,https://www.douyin.com/user/MS4wLjABAAAA4DfUlyz3X6P2ZroLtHp-qydaJBhEUpqU1UGaD5WncjA,老年病专家刘超,2月前
#创作灵感 预防肥胖型糖尿病应该早做处理！#糖尿病 #减重代谢手术,https://www.douyin.com/video/6979869792937315620,合集,1773,01:15,https://www.douyin.com/user/MS4wLjABAAAAWQD4QrP__13V0bq9C0WqS279DEMPtocBxrFGrptb8mWkAwpiHOdtR8zELxrugPM3,医学减重专家刘雁军,5月前
口渴口干，竟然是早期的糖尿病症状之一！#医学科普 #健康 @木鱼医生,https://www.douyin.com/video/6868577742464535808,,131,00:44,https://www.douyin.com/user/MS4wLjABAAAAE6N2Ua7sC3oYFBtJWdnF0hLh5nXhoDGQcIhLCawqKaw-0bxdKrj5zWHkyytAOISu,内分泌科史双伟,1年前
#李焱主任 高血脂会引起糖尿病足吗#糖尿病足 #糖尿病 ,https://www.douyin.com/video/6991671170420542751,合集,1248,00:46,https://www.douyin.com/user/MS4wLjABAAAAttnuwgJBI0Kp1-EgbmgDICqIz3etuQ3t7yxqmIFcYXLyQfNTZ0hOzIz4k0Yv0zkD,李焱主任,4月前
糖尿病并发症的五种信号，你中招了吗？  #糖尿病并发症  #糖尿病  #全民健康计划  @河豚健康,https://www.douyin.com/video/6901169893039803659,,1.1w,01:11,https://www.douyin.com/user/MS4wLjABAAAAoSxHz7HhhQhEQEu3NOycuz6vfG44y0YR2ZBTxx0QT7nStEJgLri2cFFndnmjTb_F,听我说血糖,1年前
糖尿病人夜尿多就是肾脏问题吗？#糖尿病并发症,https://www.douyin.com/video/6819945345871613188,,1754,01:20,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1年前
#糖尿病 人总是腹泻，或者伴随着便秘，可能是出现了#糖尿病并发症#糖尿病科普,https://www.douyin.com/video/6938323682674658573,,1973,00:16,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,8月前
糖尿病肾病这么可怕 你知道原因吗 #糖尿病肾病 #肾病 #糖尿病,https://www.douyin.com/video/6852260966982290695,合集,645,00:38,https://www.douyin.com/user/MS4wLjABAAAAH6FcliiSDZtgPmkfeopJU2kasMk64g0ct6ztjI84d7I,肾病科王暴魁教授,1年前
糖尿病患者没吃早餐为啥早餐后血糖还高？,https://www.douyin.com/video/6937851623981010179,,17,03:46,https://www.douyin.com/user/MS4wLjABAAAAJOzdDV4Jox4eX7HgE7WmRO6ZH0wuWY4rLsc0L4tiNh-2USqgM6xsye3Jg8mS8txq,李梅医生说糖尿病,10月前
高血糖如果不控制，糖尿病并发症就是必然的！#糖尿病 #高血糖 #健康,https://www.douyin.com/video/6969091714027916551,,3172,00:30,https://www.douyin.com/user/MS4wLjABAAAAqAXbegB8g_ZuDLDHNGekdVWH_MkpgRBcXFYex4N64ZbLXX19r_6_jPmx3bLP7Kzq,王世东主任,6月前
关于#糖尿病足的一些事！！您需要知道@抖音小助手 ,https://www.douyin.com/video/7018868816310455589,,387,00:33,https://www.douyin.com/user/MS4wLjABAAAAD8ijiQF8j3-UjJ8Q9-JoathXsmBhQeDC6BI93cExEB-QouOv_s_mrIzI_KESYbEy,内科李大夫,1月前
糖尿病可能是懒出来的？与吃糖多少关系并不大，看看专家的分析,https://www.douyin.com/video/6967282901981351171,,7,01:26,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,2年前
糖胖病是个啥？#血糖 #控糖 #健康 #科普,https://www.douyin.com/video/6933115404290198784,,99,00:40,https://www.douyin.com/user/MS4wLjABAAAA6A1BZxtehIHIJXmQ2Sd96jdukLuBcI7UrLO_U3aJfTD9KzpO3BHQhaVl1S6ch5aU,TJTV百医百顺,9月前
#李焱主任 口渴多尿消瘦就是糖尿病吗 #糖尿病 #健康科普 #医学科普,https://www.douyin.com/video/6957174610181885192,合集,1495,00:35,https://www.douyin.com/user/MS4wLjABAAAAttnuwgJBI0Kp1-EgbmgDICqIz3etuQ3t7yxqmIFcYXLyQfNTZ0hOzIz4k0Yv0zkD,李焱主任,7月前
糖尿病看似容易控制，实则一不小心容易失明#糖尿病 #争渡健康 #趣看医生 #医学科普,https://www.douyin.com/video/6944597997548244228,,117,00:32,https://www.douyin.com/user/MS4wLjABAAAAN1ZddRMXpI5YGvJUEorvGzdQP9cPHV9oMoEcFAmIkHs,内分泌吴医生,8月前
低血糖是糖尿病的并发症？医生：过量服药和饮食搭配不合理会引发,https://www.douyin.com/video/6967274649134697736,,4,02:04,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,1年前
吃糖多就会得糖尿病吗？@抖音小助手 #高血糖 #控制血糖,https://www.douyin.com/video/6741288536865017101,,17,00:36,https://www.douyin.com/user/MS4wLjABAAAARq3NumHzuZVg9ZjJKiOrlfG6tsXSsjF3d-Wx-Px5UJ4,标点健康,2年前
出现这几种症状，就要小心糖尿病了#糖尿病 #健康 #糖尿病科普,https://www.douyin.com/video/6854476191202659599,,580,00:34,https://www.douyin.com/user/MS4wLjABAAAAXfHO1My4IccC9NutDj7_7W5GFjSqWHKlKk5Ju_MgPGI9p3PSQIu0FLtLLR4T8f0S,邹大进医生,1年前
#糖尿病 #医生 经常低血糖可能是？,https://www.douyin.com/video/6937834947529018658,,634,00:22,https://www.douyin.com/user/MS4wLjABAAAAfcltBJ0ynVNSG5CHK4lO4dnPKVoJr4Pda3VV2oB8zmto0Cikh3uiISwygCfKU45v,内分泌科田医生,9月前
科普，糖，胖，糖胖#医学科普 #健康 #医学常识 #健康科普,https://www.douyin.com/video/6855136245778042116,,148,00:53,https://www.douyin.com/user/MS4wLjABAAAAAQ9BGns-P2-IdKfZY7YQDXmJ7_fcf-pYGXv01Z8U-QU,王勇教授,1年前
这些征兆是糖尿病病情加重的警告！你有出现吗？,https://www.douyin.com/video/6902323900533984520,,26,01:42,https://www.douyin.com/user/MS4wLjABAAAAO1jP0FHpShpQClEPWbx15W7U7A54yaosdedtD6-LPMAVq7n26XszY2xjk6hBi6NF,减重手术专家李良辉,1年前
你的血糖控制的怎么样呢 #肥胖  #二型糖尿病  @孟化医学在线,https://www.douyin.com/video/6955041472169118984,,4126,00:18,https://www.douyin.com/user/MS4wLjABAAAA2uebU1ZNTDQCJQKB-4_kVNsoYU1HQ_FpRM6totQj6Og,减重代谢手术喜哥,7月前
#健康江西科普先行 #炎炎夏日有你真甜 糖尿病引起脑梗的原因,https://www.douyin.com/video/6847408351739972872,合集,14,01:06,https://www.douyin.com/user/MS4wLjABAAAA4GX9SdLa89LTwoNritMTmHOSWYoWsw6dvRNhx_ic4oA,江西省人民医院,1年前
晕倒三次 糖尿病引起的脑部问题应该重视#控制血糖 #大脑健康 @南方健康,https://www.douyin.com/video/6836317396995755267,合集,1764,00:42,https://www.douyin.com/user/MS4wLjABAAAAw2rRw6dcCidRDmX_Gv5EPU0btH_zZGc2-BDfMwqfuafLEz3UJV1sT_YYgWdIc6bw,宣武医院神经内科徐敏医生,1年前
空腹血糖高是不是该加药呢？2种原因，别乱加药！ #空腹血糖#高血糖#糖尿病,https://www.douyin.com/video/6886751128927751431,合集,193,00:26,https://www.douyin.com/user/MS4wLjABAAAAvkODZxbpLmTL5Tb5lhOW3rGqaqlU0U3oDEj9f5dCtTafIfBQRTq0tMkqcoTKrQlA,心动力姚医生,1年前
#医学科普 #糖尿病 糖尿病人群为何易烂脚？糖尿病人群如果足部发凉、苍白要注意了！很多糖尿病人群不知道糖尿病足，脚烂了也觉得没事，实际上很多截肢的人群，都和前期的自我预防、及时就医...... 版本过低，升级后可展示全部信息,https://www.douyin.com/video/7007696617998535973,,60,01:15,https://www.douyin.com/user/MS4wLjABAAAAKrS6jYdczE2BcEVWn4BTNqipGSdXUkrUACtGFmsHH7c,王江宁医生,2月前
再不减肥，当心2型糖尿病找上你。#健康 #高血糖 ,https://www.douyin.com/video/7003602471197117703,,301,00:30,https://www.douyin.com/user/MS4wLjABAAAAqfHkuBx3PzTA_hVwBg0Gl2t9UHcc4Z0TRttQMMIx_JA,减重专家徐东升医生,3月前
患上#糖尿病 20多年，一直没控制好血糖，现在出现了一系列问题.#健康科普 ,https://www.douyin.com/video/7035596620725062952,,1906,00:36,https://www.douyin.com/user/MS4wLjABAAAAjG5iqlHrg-6ttwiYjOUUSoBKG6UlCjoLi4ZY8s0t4XK5V4Z4WxBNmajqFH7KLkQh,内分泌专家李爱国,1周前
#了不起的医生 糖尿病引起脑梗的原因有哪些 #健康江西科普先行,https://www.douyin.com/video/6861044978332765447,合集,15,01:07,https://www.douyin.com/user/MS4wLjABAAAA4GX9SdLa89LTwoNritMTmHOSWYoWsw6dvRNhx_ic4oA,江西省人民医院,1年前
糖尿病患者一定要注意以下问题，否则严重会可能会进入失明状态,https://www.douyin.com/video/6841045889197329667,,85,01:42,https://www.douyin.com/user/MS4wLjABAAAAfH_Sg6ZXeLp7CsjATZn_SzA6prMvD8-teQBO7baETLU,山东大学齐鲁医院,1年前
#糖尿病 #肾病 的饮食指导#健康 #中医 ,https://www.douyin.com/video/7033328348474428672,,315,01:35,https://www.douyin.com/user/MS4wLjABAAAAA4Z1i4QOoNB3nC35GSL8jQJKmzsIzBdW_zvPbuoiiHffdapFUd94ZK2QRCy2Va9E,刘秀萍肾内科专家,2周前
#医学科普 #医生 #糖尿病,https://www.douyin.com/video/6937202068369198336,,262,00:30,https://www.douyin.com/user/MS4wLjABAAAAfcltBJ0ynVNSG5CHK4lO4dnPKVoJr4Pda3VV2oB8zmto0Cikh3uiISwygCfKU45v,内分泌科田医生,9月前
为什么糖化血红蛋白正常了，血糖还是忽高忽低#糖尿病 ,https://www.douyin.com/video/6998440097880231198,,1566,00:43,https://www.douyin.com/user/MS4wLjABAAAAHlcaf1uBZjM0O-Kk-qm5cc_myObLst_VC5raotIdUfiulUIZew2o3R_ElOcbhte5,肾病科安海燕医生,3月前
#糖尿病 #医学科普 @辟屁谣 @认真健康 糖尿并患者如果出现上吐下泻，原因可能不是肠胃炎而是它,https://www.douyin.com/video/6868134738201218308,,2265,00:29,https://www.douyin.com/user/MS4wLjABAAAAQt1fySPka0QGqbOLu7F_a5RZeE8AokqEtKHeJvKNkeY5n2x3X3xw41v392pvHYyw,急诊室涛哥,1年前
糖尿病足伤口不愈合的原因找到了，提前预防，远离可能截肢的困扰,https://www.douyin.com/video/6967274507157392676,,8,01:43,https://www.douyin.com/user/MS4wLjABAAAAau0ZwINgBOBhiQkH2-b9NnKtRU3xTpDRAfPBWMunVHk,尚医健康,1年前
糖尿病太可怕了，一位糖尿病患者的表述。糖尿病肾病，眼睛失明……#糖尿病并发症 #医生科普,https://www.douyin.com/video/6895518987380133123,合集,4405,00:22,https://www.douyin.com/user/MS4wLjABAAAAKPaaexAufLUJg8THbc-nEQLLL6T76BC594xcuNsx4oY,孟化医学在线,1年前
血糖调整稳定为什么体重一直往下掉的趋势？#医学科普 #四川 #健康养生 @抖音热点 @抖音小助手 ,https://www.douyin.com/video/7002118163743657249,,821,01:08,https://www.douyin.com/user/MS4wLjABAAAABaZejiHXFI9ZGM_thNkOmh9EsWiOm0SFwbGRAftJ8I_Bam_H8GGs4EJzgxCWwgZc,中医钟博士,3月前
